342-342-621= -621
841-958)48= ERROR
334+20)171= ERROR
587*181(754= ERROR
753-386)139= ERROR
927+679*255= 174072
3+298-27= 274
273*932(861= ERROR
917)647+593= ERROR
367-95*788= -74493
566)116*333= ERROR
520(639+2= ERROR
35-848*580= -491805
357*246-147= 87675
791+57(498= ERROR
537*704+754= 378802
346(453(658= ERROR
694*237+443= 164921
292(474(792= ERROR
303-109-359= -165
518)981(480= ERROR
108*339-66= 36546
504+160+315= 979
637(298-340= ERROR
461*626(318= ERROR
258*344-652= 88100
528*42-251= 21925
740(83+801= ERROR
838*694(356= ERROR
154-213+830= 771
783+809(97= ERROR
457*691*582= 183788034
414-356)97= ERROR
199(187*176= ERROR
474(511*441= ERROR
989-150)543= ERROR
213*480+989= 103229
789+520*1= 1309
892*798*424= 301809984
780*217+223= 169483
197)769)934= ERROR
946-377)228= ERROR
321*940)690= ERROR
619+638)847= ERROR
701-619-365= -283
91)144*508= ERROR
896)756)263= ERROR
231*49(156= ERROR
409-656*726= -475847
667)939*11= ERROR
141*484+214= 68458
559(922)504= ERROR
1*435)793= ERROR
705-239(200= ERROR
259*284+315= 73871
605)428+246= ERROR
228-890)797= ERROR
469)887*352= ERROR
711-17+625= 1319
376)561)132= ERROR
761)594-528= ERROR
531*307-367= 162650
81(310(631= ERROR
135(826+691= ERROR
121)287(733= ERROR
212-460)534= ERROR
258(996)223= ERROR
300-846*382= -322872
117*601(221= ERROR
841*827*165= 114758655
477)745)301= ERROR
177+584+456= 1217
658+960(654= ERROR
651*944+632= 615176
624)300-203= ERROR
242*858)559= ERROR
188(678*959= ERROR
789-559-390= -160
473)129-239= ERROR
379(991)623= ERROR
831-199+727= 1359
10(383(541= ERROR
28(101+228= ERROR
503+842*734= 618531
267)477)754= ERROR
944)172(588= ERROR
461-64-375= 22
632*976)449= ERROR
552+301*916= 276268
192)3-109= ERROR
992)814-450= ERROR
149)292)894= ERROR
7+177)542= ERROR
41+491(274= ERROR
306-379(668= ERROR
505-505(670= ERROR
146)165-975= ERROR
254*672-846= 169842
14+543*321= 174317
318*754-279= 239493
770*47-400= 35790
882-414)466= ERROR
802)245*833= ERROR
642+641-667= 616
98+418+437= 953
716)813)333= ERROR
69+98+153= 320
941)189)89= ERROR
446-205(303= ERROR
719+488*304= 149071
966-4)617= ERROR
909*178-609= 161193
615)26+782= ERROR
677*596(686= ERROR
50+817*28= 22926
566(131-54= ERROR
839+562*23= 13765
435+25-695= -235
118)940*13= ERROR
794+804(213= ERROR
517(263*295= ERROR
27-866(292= ERROR
347(60(47= ERROR
891+626-668= 849
774(820*961= ERROR
63*740)577= ERROR
477(810-635= ERROR
979-201)525= ERROR
53-364)748= ERROR
373*854(411= ERROR
293+262(330= ERROR
308(344(645= ERROR
13(800-27= ERROR
459(26*143= ERROR
394+406(533= ERROR
526(279*720= ERROR
542+53+99= 694
56(394)523= ERROR
711)372+165= ERROR
535-150)366= ERROR
569)441(475= ERROR
710-992-827= -1109
700)808+470= ERROR
982+433(305= ERROR
566*663-3= 375255
978+299+987= 2264
471-417)53= ERROR
670-71-837= -238
44)747-785= ERROR
147(453(361= ERROR
612*57-340= 34544
202+549(448= ERROR
497)120*664= ERROR
600+413*258= 107154
509+401)606= ERROR
527*392)42= ERROR
952)206)87= ERROR
923(907-524= ERROR
447-348(11= ERROR
927+452(51= ERROR
823(345*190= ERROR
807+740+945= 2492
628*68(178= ERROR
559+41(43= ERROR
510(648-383= ERROR
824-403+97= 518
418+791+410= 1619
964-863(640= ERROR
590-67*331= -21587
690+834-712= 812
312-979-935= -1602
936-75*720= -53064
949+518(163= ERROR
534+306)470= ERROR
560-858+477= 179
593+595*325= 193968
57+304-352= 9
46)293)221= ERROR
461(379-140= ERROR
952+394-689= 657
639-718)26= ERROR
146-455+640= 331
288+773*516= 399156
676-880+258= 54
916)191*430= ERROR
923+961)597= ERROR
622+394+44= 1060
902+33+46= 981
870)749*72= ERROR
52(894-778= ERROR
487-398*573= -227567
913*208-474= 189430
96*223(72= ERROR
716*59-796= 41448
97)608)523= ERROR
251+28)883= ERROR
535-540*840= -453065
622)311*455= ERROR
546-140-154= 252
382(378(133= ERROR
196+571*137= 78423
304(829)46= ERROR
858+885*993= 879663
485+655-598= 542
410-84+282= 608
578*36+699= 21507
72*903)639= ERROR
361*125+525= 45650
469-784-419= -734
586+863)360= ERROR
955)895)158= ERROR
452(668-601= ERROR
171(671*192= ERROR
709(417*499= ERROR
424+473(952= ERROR
43*307*813= 10732413
773)854)773= ERROR
219*697)683= ERROR
898(9(482= ERROR
280)743+329= ERROR
524+764-984= 304
726+559)231= ERROR
169)641*288= ERROR
287(190(250= ERROR
455-243)667= ERROR
371*71-796= 25545
979*817*997= 797443471
276+642*906= 581928
193-811*969= -785666
273(104(353= ERROR
691*500(40= ERROR
94*360(316= ERROR
905-98+350= 1157
459)168+294= ERROR
847*431*651= 237652107
510-93)471= ERROR
856*45+254= 38774
179(180-629= ERROR
220+838-649= 409
688(105*931= ERROR
965*6)709= ERROR
47+220*880= 193647
387)137)736= ERROR
576(574*257= ERROR
878(670-692= ERROR
892-720+710= 882
786)75+631= ERROR
404-705)417= ERROR
270*440+250= 119050
162+510-369= 303
875)708(164= ERROR
486*422-315= 204777
121*324(562= ERROR
144)721-69= ERROR
383+320-996= -293
103*822)573= ERROR
314-800*351= -280486
727*946-507= 687235
124-827*290= -239706
108-837+148= -581
307(994(34= ERROR
138(722*147= ERROR
279+577*996= 574971
978*579+551= 566813
604-749(655= ERROR
615*968-161= 595159
641*602+654= 386536
101*160-412= 15748
915*734(259= ERROR
305)536+645= ERROR
170-461*807= -371857
272-18+800= 1054
116+810(603= ERROR
69-831*121= -100482
173*78*138= 1862172
717(443(531= ERROR
771(108+683= ERROR
185-418)820= ERROR
639+293(528= ERROR
971*382+382= 371304
829-817+849= 861
984*438)8= ERROR
417+422-799= 40
775+109*694= 76421
210*570*382= 45725400
196+888+404= 1488
693*181)419= ERROR
50-710*656= -465710
725)914+704= ERROR
729)135(998= ERROR
282+661(774= ERROR
800+68-864= 4
967)390)84= ERROR
948-402-480= 66
286-144(231= ERROR
684-339*115= -38301
564-47*882= -40890
839)845+866= ERROR
694)468-704= ERROR
696(564)623= ERROR
974-517-871= -414
489+817+829= 2135
973(589+588= ERROR
925-178(355= ERROR
867*814+314= 706052
242-771-127= -656
759(808*730= ERROR
56(249+702= ERROR
577)123-644= ERROR
375)686+412= ERROR
806)12-459= ERROR
692*5-891= 2569
309+988+224= 1521
494(764+234= ERROR
910-375+855= 1390
770(801)838= ERROR
176)185(691= ERROR
100+44+733= 877
676*954+282= 645186
246)397+383= ERROR
716-8)112= ERROR
885(225+437= ERROR
979+960+32= 1971
604)474-324= ERROR
808)761-98= ERROR
879(239*585= ERROR
676)294*413= ERROR
463*564(472= ERROR
958+460+30= 1448
155+764*24= 18491
578*335)855= ERROR
859*272(768= ERROR
554(889)465= ERROR
273)648*206= ERROR
468+852*333= 284184
404(467-46= ERROR
451(414(314= ERROR
358+820+497= 1675
713+180)612= ERROR
58(269-565= ERROR
896(942*518= ERROR
739+467+698= 1904
802+224(399= ERROR
698-328)295= ERROR
314*470)926= ERROR
748-36(520= ERROR
78+360(677= ERROR
243*61-725= 14098
560*528(643= ERROR
241-612(954= ERROR
512)979*931= ERROR
242)533)474= ERROR
739-991)681= ERROR
957(639+445= ERROR
847(340-337= ERROR
51*594)448= ERROR
446*352*159= 24961728
534)481-359= ERROR
132(235*121= ERROR
531*7(927= ERROR
764(189(428= ERROR
779)670-521= ERROR
156)749(717= ERROR
7+405(164= ERROR
776)186+480= ERROR
166)893)938= ERROR
39*745(345= ERROR
970*592(689= ERROR
915-921-308= -314
255-236*643= -151493
738-311+483= 910
862)479*317= ERROR
217)757+114= ERROR
11(619(887= ERROR
112(102+491= ERROR
731)132+146= ERROR
209)85-467= ERROR
174+444*820= 364254
259)623+28= ERROR
661*501-543= 330618
712+551+971= 2234
779*983*435= 333104295
820*4-962= 2318
268(372)328= ERROR
688-862*113= -96718
280-970*74= -71500
480)671-101= ERROR
320+605+299= 1224
914(859-480= ERROR
288-780(10= ERROR
768)804*707= ERROR
479+654(559= ERROR
354(309(35= ERROR
69(97-835= ERROR
120+335+833= 1288
944)602-617= ERROR
284-653)18= ERROR
627)975-271= ERROR
937*304+69= 284917
389*185)99= ERROR
242(595(477= ERROR
902)984(514= ERROR
381+232)492= ERROR
882)438(359= ERROR
917)348+990= ERROR
20(590+197= ERROR
90)690(998= ERROR
887-114)235= ERROR
713+466*940= 438753
543(65)174= ERROR
264)626)329= ERROR
575+863-643= 795
552-92(189= ERROR
977+390+269= 1636
965)126*538= ERROR
946+121)204= ERROR
59+703+546= 1308
264*770(420= ERROR
499+771*349= 269578
246(758(998= ERROR
263*530+438= 139828
780-847+422= 355
825)961*83= ERROR
469-191-57= 221
787+760(544= ERROR
577)204(824= ERROR
733*362(283= ERROR
713+202-452= 463
356+114+499= 969
173*374-153= 64549
351)134+876= ERROR
244*555*102= 13812840
411)987-99= ERROR
79-427)868= ERROR
399-976)598= ERROR
50)583*755= ERROR
429)274)342= ERROR
731*238)260= ERROR
389)511+696= ERROR
939+359)131= ERROR
520(583+165= ERROR
837(297-60= ERROR
123*498*68= 4165272
558+208)621= ERROR
221(930+398= ERROR
732-656-968= -892
910+304)565= ERROR
279*812+114= 226662
123*120-163= 14597
904)176-340= ERROR
409+418(201= ERROR
489-139+223= 573
876+560)827= ERROR
617+749+453= 1819
526+873+560= 1959
796)983+36= ERROR
978*379)571= ERROR
234+237*551= 130821
938-431+690= 1197
847-847*706= -597135
565*46*513= 13332870
750(105*195= ERROR
352(748)852= ERROR
35+72-548= -441
117+998(804= ERROR
710)792+393= ERROR
586*55+10= 32240
713(794+885= ERROR
541)157+701= ERROR
52)926-898= ERROR
513+130(536= ERROR
49)48)786= ERROR
62+531)276= ERROR
19*788+771= 15743
693+921+974= 2588
111)301)19= ERROR
441*862(893= ERROR
892*117+268= 104632
25+947)552= ERROR
325-4)325= ERROR
489*917(391= ERROR
746*629(813= ERROR
548+206+71= 825
697(599*321= ERROR
658+556)617= ERROR
420-578+518= 360
994+472*821= 388506
635+30(750= ERROR
711+903*648= 585855
361-988-342= -969
726-973*849= -825351
782+594(603= ERROR
558+452+218= 1228
627-662-253= -288
591+695(33= ERROR
796+510+155= 1461
642-974(773= ERROR
832(588(813= ERROR
545*150*882= 72103500
383(810*524= ERROR
990-28*922= -24826
668+143(660= ERROR
214*792+955= 170443
607)373(561= ERROR
38(783*934= ERROR
755)773*816= ERROR
174(55*862= ERROR
741)656+503= ERROR
928)712)27= ERROR
581)879-208= ERROR
53*379(266= ERROR
25+348-187= 186
330+956(362= ERROR
205)691)685= ERROR
247(564+994= ERROR
871-31+204= 1044
740*805(844= ERROR
452+145-306= 291
256*985+236= 252396
587-769*68= -51705
253)957+26= ERROR
132-725*660= -478368
196+834-813= 217
28)548(551= ERROR
571*357(830= ERROR
955(518)158= ERROR
971-622+14= 363
813)79+954= ERROR
622)911*449= ERROR
431+579(896= ERROR
732(312(210= ERROR
819+622(385= ERROR
789+541-629= 701
200+473(584= ERROR
844*282*100= 23800800
913+165*663= 110308
873+13+905= 1791
603-47(909= ERROR
561*804*127= 57282588
647-984-515= -852
399-887)555= ERROR
862-204+223= 881
29-647)108= ERROR
14+27+507= 548
287*92-985= 25419
882*23*913= 18521118
380*479(973= ERROR
438(812-85= ERROR
445*881*388= 152113460
50(933*329= ERROR
905)754)881= ERROR
784+638-169= 1253
864+630+722= 2216
523)669)743= ERROR
780(397+152= ERROR
440+388-390= 438
520(418)148= ERROR
626)475)109= ERROR
877)455-279= ERROR
918*67)71= ERROR
29(740(871= ERROR
742)883*683= ERROR
827*475(350= ERROR
823+84*96= 8887
985+209+388= 1582
481)983(903= ERROR
99)278+229= ERROR
740(407+512= ERROR
82)791(405= ERROR
623)48)284= ERROR
515+518)237= ERROR
429(149-294= ERROR
95*427*366= 14846790
915*609(630= ERROR
70-253*729= -184367
434*580-44= 251676
853-701*94= -65041
351)482(297= ERROR
233*567(227= ERROR
646)51+316= ERROR
902)130-341= ERROR
876*20)741= ERROR
883(591(93= ERROR
671+642-200= 1113
359-622-445= -708
72(413+847= ERROR
652+661-242= 1071
833(611-999= ERROR
27(400*930= ERROR
226+531)563= ERROR
514+670)227= ERROR
328(505(205= ERROR
736-675*657= -442739
366*854(377= ERROR
484+447(316= ERROR
15(119*759= ERROR
887-60)620= ERROR
657)623*51= ERROR
263*396(181= ERROR
546)174*472= ERROR
745*241+52= 179597
508+91*201= 18799
243+210(607= ERROR
773*562+613= 435039
271*603+200= 163613
768-49-572= 147
708)674)362= ERROR
252-503(952= ERROR
927)270)9= ERROR
961*690(570= ERROR
816-755)22= ERROR
168)727-93= ERROR
776)304+822= ERROR
962-153*548= -82882
563*168-497= 94087
733*370(488= ERROR
923*152)492= ERROR
519*882*553= 253140174
850)600*175= ERROR
830*451)342= ERROR
467-252)852= ERROR
652+346*118= 41480
877+398+287= 1562
110*527)268= ERROR
914-216+395= 1093
985)833)15= ERROR
607(635+739= ERROR
948(436(947= ERROR
871*598+359= 521217
463(626-237= ERROR
75-977)559= ERROR
445)495)682= ERROR
341)30)259= ERROR
999(806-654= ERROR
178*464)434= ERROR
475(863)833= ERROR
965-587+447= 825
558*850*960= 455328000
108*809+904= 88276
877*975-324= 854751
417*214(256= ERROR
375(254)803= ERROR
552+464+794= 1810
371*849)358= ERROR
688(409(998= ERROR
30-272-110= -352
776+472(825= ERROR
911+655)471= ERROR
843*527+564= 444825
189+934)911= ERROR
222*931*235= 48570270
174(233*855= ERROR
580)552)153= ERROR
734*721-496= 528718
999)948+900= ERROR
613)772-709= ERROR
690+791+896= 2377
325*70*539= 12262250
71-34*860= -29169
946+460-80= 1326
517-632)720= ERROR
566+840)429= ERROR
335+926+415= 1676
149-529*860= -454791
74*928-808= 67864
467+417*372= 155591
709-289(175= ERROR
681(549+208= ERROR
649-464)443= ERROR
281(533)848= ERROR
211)854+8= ERROR
466+756)625= ERROR
3(114)435= ERROR
294+643-107= 830
587)358(616= ERROR
634+483*956= 462382
591(252+213= ERROR
323*700*231= 52229100
276(759)339= ERROR
303-754+280= -171
18(176-921= ERROR
127*425*89= 4803775
352+169*650= 110202
243(739)344= ERROR
649*785*214= 109025510
32+913(236= ERROR
304-793)552= ERROR
138-417*978= -407688
775*441)976= ERROR
409)736(46= ERROR
286)191)557= ERROR
897+427+670= 1994
387)474)862= ERROR
230*347*915= 73026150
784+278*979= 272946
75-459)214= ERROR
589)76+258= ERROR
752+407+571= 1730
989(181)248= ERROR
382*650+926= 249226
578(360)907= ERROR
556+660+988= 2204
200-327+726= 599
847+103)154= ERROR
404+53+217= 674
868(989(795= ERROR
325*474)954= ERROR
293)229-348= ERROR
637)283)934= ERROR
687-302+179= 564
235-635)265= ERROR
16-249+309= 76
24-755+400= -331
151-640*346= -221289
156(666(854= ERROR
446(377+732= ERROR
6)366+807= ERROR
993*696+479= 691607
474*577*535= 146321430
584+923*446= 412242
126-388(900= ERROR
884+174*729= 127730
420(682+368= ERROR
608(938)306= ERROR
63*857*284= 15333444
239(463+851= ERROR
279)422)912= ERROR
646*387+281= 250283
72-639+886= 319
985(981(395= ERROR
485(856(133= ERROR
321+546(80= ERROR
362+920-109= 1173
457+983+883= 2323
305)866*27= ERROR
857-872-432= -447
851+926*307= 285133
593*548+909= 325873
732*539)419= ERROR
877+445)364= ERROR
853)908+675= ERROR
50)820)835= ERROR
238)856(309= ERROR
566*619*344= 120521776
36+474-656= -146
181-832)495= ERROR
846*391*926= 306307836
275-35)348= ERROR
984)805-491= ERROR
982-286+716= 1412
819-974+144= -11
803+567*607= 344972
418*757+764= 317190
124)218(415= ERROR
362+192(294= ERROR
221*627+801= 139368
899+994*764= 760315
442(811+431= ERROR
148-436*234= -101876
712*638-996= 453260
638*61-221= 38697
117-341+67= -157
269(328*243= ERROR
620)247*394= ERROR
225*428+529= 96829
43*656(680= ERROR
226(352-512= ERROR
369-715-517= -863
897-501-795= -399
109-578+521= 52
176*422+807= 75079
493-848-174= -529
426+330+202= 958
550(710*460= ERROR
235(275*500= ERROR
329+957+636= 1922
52)241-883= ERROR
286*677+982= 194604
551*196*887= 95792452
310(629*877= ERROR
640*985*728= 458931200
506(746+368= ERROR
631(400+202= ERROR
846)452+147= ERROR
733)300(461= ERROR
956)135*163= ERROR
8*363+31= 2935
572(584+129= ERROR
624)540+668= ERROR
55+266)654= ERROR
9+209*653= 136486
671+1*256= 927
448*683)628= ERROR
719)662+959= ERROR
780+985*699= 689295
758+955*924= 883178
826(352*551= ERROR
724(776(51= ERROR
408-55(237= ERROR
399-277-584= -462
547-268*943= -252177
628-96)52= ERROR
831+793*822= 652677
58)171+911= ERROR
160(994+941= ERROR
826(180*895= ERROR
542)547)789= ERROR
854)107-585= ERROR
584*667-260= 389268
7)281)176= ERROR
559(470*276= ERROR
138-686+242= -306
799)413)583= ERROR
138-261)908= ERROR
832-770-201= -139
399-390-550= -541
619*628(439= ERROR
786-334*425= -141164
552(637)652= ERROR
878)463)745= ERROR
526)784*991= ERROR
515*836-576= 429964
93(187+471= ERROR
219-468+302= 53
82-486*323= -156896
249)481)762= ERROR
178)898(703= ERROR
85-2+416= 499
364+435+346= 1145
829)524-640= ERROR
936(599+867= ERROR
391-696+689= 384
937)769)144= ERROR
39-173-710= -844
153)930*968= ERROR
566)113)214= ERROR
526(771*730= ERROR
900)571(818= ERROR
372-33(992= ERROR
105(326*40= ERROR
807+382(5= ERROR
567*234(4= ERROR
546+626*96= 60642
221+16(215= ERROR
427)837(793= ERROR
816)870+260= ERROR
848*628(968= ERROR
546+436*478= 208954
239-472(935= ERROR
681+215+455= 1351
705*727(787= ERROR
941(792-993= ERROR
547-825+155= -123
422)204+247= ERROR
111)744)409= ERROR
539)933*989= ERROR
885*201*559= 99437715
929-279-110= 540
536(15)271= ERROR
164(316+572= ERROR
911*853(969= ERROR
341(508)103= ERROR
205-95(300= ERROR
559*659(321= ERROR
464*897-35= 416173
337-930(757= ERROR
737)305*71= ERROR
883)43-29= ERROR
440+40)318= ERROR
154(58+388= ERROR
846)516+785= ERROR
530*792(539= ERROR
110*617(32= ERROR
414*588+96= 243528
100-481(623= ERROR
499)750+719= ERROR
820(439-299= ERROR
722+203*911= 185655
74)342)196= ERROR
721-317(710= ERROR
181)459*579= ERROR
778+772-758= 792
210-929+97= -622
510)23+178= ERROR
689(386*520= ERROR
517)402-797= ERROR
504-34+418= 888
404*407+268= 164696
635-132(509= ERROR
708*767)672= ERROR
692+40*604= 24852
378*186-643= 69665
264-588-466= -790
124)338-633= ERROR
448*460+391= 206471
592+977+117= 1686
421*856+595= 360971
48-80+281= 249
293(446(783= ERROR
421-197-510= -286
686*920)642= ERROR
391)414-189= ERROR
113)262)201= ERROR
72)177)27= ERROR
687-562)764= ERROR
500*769-438= 384062
762-228(103= ERROR
345(880+22= ERROR
496-187-894= -585
980)62-239= ERROR
685(389-550= ERROR
475(70(986= ERROR
154(871(356= ERROR
119-882(656= ERROR
838*909)964= ERROR
288+781*810= 632898
618+943+758= 2319
172+275)456= ERROR
483)952-749= ERROR
824(316)244= ERROR
566+100(71= ERROR
405*57*766= 17683110
559)537(691= ERROR
128*935*274= 32792320
688-722)833= ERROR
653)72*958= ERROR
159*117*630= 11719890
114(618)804= ERROR
300*588*796= 140414400
740-731)295= ERROR
478+943)613= ERROR
426-13-8= 405
149-150(645= ERROR
851)29)865= ERROR
491)166-719= ERROR
540(446-474= ERROR
723(878-95= ERROR
747*135-559= 100286
9)550*985= ERROR
116-651)611= ERROR
727+666-2= 1391
196*257(662= ERROR
20*210-354= 3846
909)761*220= ERROR
657+430)715= ERROR
371*469-250= 173749
813(152-892= ERROR
368*984(239= ERROR
761*627-299= 476848
752(513(381= ERROR
910*401(439= ERROR
853*637*566= 307542326
260(779)328= ERROR
942+790-462= 1270
469+716*687= 492361
932)760-599= ERROR
600)701)342= ERROR
948+757+14= 1719
73)535*575= ERROR
407(318*102= ERROR
460+604+612= 1676
392*104+845= 41613
641+6(761= ERROR
384-866*616= -533072
946+117)702= ERROR
882(435)464= ERROR
289)206)627= ERROR
500-945-384= -829
235)386)664= ERROR
421(758-625= ERROR
739*226+960= 167974
244*464-622= 112594
188-779(585= ERROR
278*23-588= 5806
295)80)277= ERROR
676)194*746= ERROR
879*82(438= ERROR
976*294+86= 287030
462)791+988= ERROR
61+704-284= 481
826-686*69= -46508
301(969)834= ERROR
592+865)342= ERROR
605(536+52= ERROR
611-821(691= ERROR
710(808)35= ERROR
756*474+555= 358899
759+421(695= ERROR
796)346-268= ERROR
59(3-129= ERROR
878)906*101= ERROR
854+519-542= 831
452*147)966= ERROR
304)701*304= ERROR
162-668-780= -1286
424(81)712= ERROR
700+779+333= 1812
731-733*842= -616455
314-707+210= -183
408)81-546= ERROR
187*281)199= ERROR
928-751(77= ERROR
785)521-720= ERROR
513*667+45= 342216
814(411*161= ERROR
512)250-800= ERROR
193*70*263= 3553130
28*226)768= ERROR
311*618(415= ERROR
254*638+609= 162661
134-15)292= ERROR
952+121-78= 995
601+883+284= 1768
827)668-242= ERROR
778(697)657= ERROR
764(53*283= ERROR
948-764*344= -261868
291+165-214= 242
653)817)628= ERROR
765+85-987= -137
566*506-407= 285989
370*146-816= 53204
959-17+89= 1031
46*98+739= 5247
500*861*697= 300058500
347+821(140= ERROR
123-173(591= ERROR
460-340+533= 653
699-660(739= ERROR
942)568+879= ERROR
174+70(493= ERROR
735(49+811= ERROR
839+386-382= 843
741+426)558= ERROR
886+904+375= 2165
850+407+448= 1705
725*445*844= 272295500
245*403*881= 86985535
734-662*53= -34352
193+62-440= -185
148)697)582= ERROR
142-456(866= ERROR
307+616-599= 324
804*565-341= 453919
884*490-117= 433043
849*199*635= 107283885
227(67-793= ERROR
828)592*182= ERROR
322*637(327= ERROR
67-4+908= 971
45+516+429= 990
941*52(292= ERROR
14(24+256= ERROR
807+813(369= ERROR
871-518+383= 736
626-438(623= ERROR
667(23*14= ERROR
311)771-655= ERROR
821-231-950= -360
597)665+829= ERROR
294*917(570= ERROR
929+913*360= 329609
205(86(118= ERROR
354)790)376= ERROR
34(439(920= ERROR
399)483+238= ERROR
928-192)226= ERROR
691+428-605= 514
692*384-768= 264960
251(978+136= ERROR
444(840*885= ERROR
431)199)133= ERROR
827)511+304= ERROR
923)837+723= ERROR
923(415)138= ERROR
625+992)732= ERROR
664(853-738= ERROR
385-587(83= ERROR
359(276)196= ERROR
544-984-390= -830
745(470*23= ERROR
175-269-622= -716
433*548(959= ERROR
90(622+159= ERROR
394+775+64= 1233
30*727(5= ERROR
688(52-343= ERROR
973-74)960= ERROR
797-373)279= ERROR
566-850)840= ERROR
190)308-605= ERROR
920-481(978= ERROR
245(481)112= ERROR
963)797+79= ERROR
821*785+85= 644570
71*128)610= ERROR
389)803+965= ERROR
104(724)341= ERROR
605)615*731= ERROR
748)780)455= ERROR
596)547*929= ERROR
187*34-111= 6247
647-200-413= 34
20-869*269= -233741
64*81)428= ERROR
282-744+373= -89
550-656(686= ERROR
469+2(961= ERROR
541+798)295= ERROR
31)997+680= ERROR
650-357-836= -543
237)788+661= ERROR
551(911(237= ERROR
598*891)246= ERROR
894+744(847= ERROR
560*338-780= 188500
620*930(626= ERROR
44(496(311= ERROR
846-908(247= ERROR
465*938+654= 436824
491)730)363= ERROR
434)815(525= ERROR
763*401(627= ERROR
466(15+773= ERROR
180(371(170= ERROR
584-205+127= 506
871)967*362= ERROR
527-26(835= ERROR
697*315-536= 219019
926(88)807= ERROR
924(83(746= ERROR
513)154)273= ERROR
846*357-392= 301630
717*583*23= 9614253
883*738+346= 652000
812)5(849= ERROR
98*757)70= ERROR
165)486+183= ERROR
692)648+980= ERROR
289-719+807= 377
260-789(107= ERROR
930)980+766= ERROR
907*218*122= 24122572
416*587*764= 186562688
263+806)231= ERROR
891*309*856= 235673064
171+90)492= ERROR
652*485(906= ERROR
75+86)766= ERROR
862-359*36= -12062
205*254*572= 29784040
622+794)563= ERROR
904-370*517= -190386
972-57*810= -45198
447(132*786= ERROR
726-878+646= 494
220-386(251= ERROR
577(364*805= ERROR
261)925+28= ERROR
808)795(334= ERROR
81)544*529= ERROR
407-870-463= -926
586(238*640= ERROR
891-232)191= ERROR
488(145*990= ERROR
3+875*340= 297503
201)729+266= ERROR
509)393-946= ERROR
802(17+82= ERROR
577*128+962= 74818
844-744(789= ERROR
678(313)119= ERROR
775)533-122= ERROR
5+265(760= ERROR
586(924)732= ERROR
826-645-599= -418
592-269)895= ERROR
726)783*750= ERROR
172+958*131= 125670
137-815+770= 92
731)705-50= ERROR
738-306(856= ERROR
44*838)738= ERROR
10)410*61= ERROR
147*651(435= ERROR
685)164)325= ERROR
300)812*265= ERROR
940(895+3= ERROR
729*601)35= ERROR
26-361)436= ERROR
798+84-993= -111
607-268+615= 954
323)378)444= ERROR
539+653)520= ERROR
618-332)349= ERROR
549-202+716= 1063
322-40)182= ERROR
527)281*394= ERROR
445-808(996= ERROR
492)166+559= ERROR
431-458+341= 314
211-708*710= -502469
420)212-421= ERROR
7(899+968= ERROR
335-322*982= -315869
946*587-735= 554567
270*27)18= ERROR
485)784)180= ERROR
140*180)195= ERROR
302+551*987= 544139
628+67+722= 1417
405)27*264= ERROR
973+614-755= 832
854)825-619= ERROR
387)80*786= ERROR
475*874-469= 414681
426(510-59= ERROR
946-644(842= ERROR
267(465)437= ERROR
130(746(862= ERROR
148-920(530= ERROR
280)395-864= ERROR
419(612+243= ERROR
768)868*677= ERROR
259(479)972= ERROR
857(879)521= ERROR
711(566-571= ERROR
96)862-941= ERROR
461+931+100= 1492
582)887)950= ERROR
38-971(110= ERROR
247*146*38= 1370356
526)269)752= ERROR
631+411)604= ERROR
515-448)408= ERROR
268)178)710= ERROR
226)606(818= ERROR
369-905*848= -767071
22(323+290= ERROR
317-321*953= -305596
584(651)200= ERROR
479-963)21= ERROR
950)894+884= ERROR
292-177(350= ERROR
216)911(336= ERROR
445-207*514= -105953
716*505(98= ERROR
339(980(116= ERROR
65-380(2= ERROR
273+76*995= 75893
622-711-157= -246
520(240*117= ERROR
224-389-685= -850
365*216(199= ERROR
572+414*514= 213368
285(751-870= ERROR
107)380)867= ERROR
266(675(31= ERROR
502+124+39= 665
197)276(646= ERROR
635(42*141= ERROR
421*700+211= 294911
542*234-908= 125920
778)534+983= ERROR
690*233+72= 160842
245+555)813= ERROR
708+841)399= ERROR
131)134)170= ERROR
701)45*459= ERROR
683(502*278= ERROR
431(721+196= ERROR
962)213)54= ERROR
465(875)351= ERROR
476)932-822= ERROR
391-976*312= -304121
816*728+777= 594825
741+803+54= 1598
232*73(76= ERROR
190+358(116= ERROR
317)416-795= ERROR
793-343*857= -293158
678*400(337= ERROR
486)208)925= ERROR
892)461*324= ERROR
131-427+984= 688
964)942+576= ERROR
961)720+738= ERROR
151-644)703= ERROR
304+873-505= 672
544+602+285= 1431
352(270-890= ERROR
949+527*778= 410955
383)481(634= ERROR
378+184)165= ERROR
824+148(811= ERROR
49(656*427= ERROR
40+104+461= 605
696)536)131= ERROR
105*197(862= ERROR
418+332-256= 494
387(26)400= ERROR
20-428(594= ERROR
772-653*481= -313321
970(447(340= ERROR
281*983)172= ERROR
350)178+623= ERROR
905+271+407= 1583
211(926*476= ERROR
650*831+921= 541071
554+232+11= 797
557-79)660= ERROR
201-580-574= -953
444-310)827= ERROR
894(915)795= ERROR
216-861(332= ERROR
322+209-589= -58
507(398-938= ERROR
378-284*772= -218870
158(759+356= ERROR
517*479*840= 208020120
574+310)904= ERROR
853(406)668= ERROR
870*370-384= 321516
64+907-18= 953
914*635)846= ERROR
339+178-405= 112
